,sentence,prefix,suffix,dir,header,ScripCode,dir_status
900,Interest Earned - QoQ Growth in quarter ended Mar 2023 is 6.54% vs 11.07% in Dec 2022,Interest Earned,QoQ Growth in quarter ended Mar 2023 is 6.54% vs 11.07% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532461,bad
901,Net Profit - QoQ Growth in quarter ended Mar 2023 is 84.23% vs 52.91% in Dec 2022,Net Profit,QoQ Growth in quarter ended Mar 2023 is 84.23% vs 52.91% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532461,good
902,Operating Profit (PBDIT) - QoQ Growth in quarter ended Mar 2023 is 2.63% vs 2.67% in Dec 2022,Operating Profit (PBDIT),QoQ Growth in quarter ended Mar 2023 is 2.63% vs 2.67% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532461,bad
903,% of Net NPAs - QoQ Growth in quarter ended Mar 2023 is -0.58% vs -0.50% in Dec 2022,% of Net NPAs,QoQ Growth in quarter ended Mar 2023 is -0.58% vs -0.50% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532461,good
904,% of Gross NPAs - QoQ Growth in quarter ended Mar 2023 is -1.02% vs -0.72% in Dec 2022,% of Gross NPAs,QoQ Growth in quarter ended Mar 2023 is -1.02% vs -0.72% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532461,good
905,Interest Earned - YoY Growth in quarter ended Mar 2023 is 27.91% vs -0.77% in Mar 2022,Interest Earned,YoY Growth in quarter ended Mar 2023 is 27.91% vs -0.77% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532461,good
906,Net Profit - YoY Growth in quarter ended Mar 2023 is 474.79% vs -65.62% in Mar 2022,Net Profit,YoY Growth in quarter ended Mar 2023 is 474.79% vs -65.62% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532461,good
907,Operating Profit (PBDIT) - YoY Growth in quarter ended Mar 2023 is 11.43% vs -6.56% in Mar 2022,Operating Profit (PBDIT),YoY Growth in quarter ended Mar 2023 is 11.43% vs -6.56% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532461,good
908,% of Net NPAs - YoY Growth in quarter ended Mar 2023 is -2.08% vs -0.93% in Mar 2022,% of Net NPAs,YoY Growth in quarter ended Mar 2023 is -2.08% vs -0.93% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532461,good
909,% of Gross NPAs - YoY Growth in quarter ended Mar 2023 is -3.04% vs -2.34% in Mar 2022,% of Gross NPAs,YoY Growth in quarter ended Mar 2023 is -3.04% vs -2.34% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532461,good
910,Net Sales - QoQ Growth in quarter ended Mar 2023 is 3.89% vs -11.35% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 3.89% vs -11.35% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500182,good
911,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 10.89% vs 5.46% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 10.89% vs 5.46% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500182,good
912,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 19.38% vs -13.32% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 19.38% vs -13.32% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500182,good
913,Interest - QoQ Growth in quarter ended Mar 2023 is -21.00% vs -49.24% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -21.00% vs -49.24% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500182,bad
914,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500182,good
915,Net Sales - YoY Growth in quarter ended Mar 2023 is 12.51% vs -13.73% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 12.51% vs -13.73% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500182,good
916,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 31.70% vs -30.60% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 31.70% vs -30.60% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500182,good
917,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 31.34% vs -30.22% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 31.34% vs -30.22% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500182,good
918,Interest - YoY Growth in quarter ended Mar 2023 is 47.34% vs 2.85% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 47.34% vs 2.85% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500182,bad
919,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500182,good
920,Interest Earned - QoQ Growth in quarter ended Mar 2023 is 7.55% vs 10.57% in Dec 2022,Interest Earned,QoQ Growth in quarter ended Mar 2023 is 7.55% vs 10.57% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532483,bad
921,Net Profit - QoQ Growth in quarter ended Mar 2023 is 10.18% vs 14.10% in Dec 2022,Net Profit,QoQ Growth in quarter ended Mar 2023 is 10.18% vs 14.10% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532483,bad
922,Operating Profit (PBDIT) - QoQ Growth in quarter ended Mar 2023 is 4.32% vs 0.67% in Dec 2022,Operating Profit (PBDIT),QoQ Growth in quarter ended Mar 2023 is 4.32% vs 0.67% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532483,good
923,% of Net NPAs - QoQ Growth in quarter ended Mar 2023 is -0.23% vs -0.23% in Dec 2022,% of Net NPAs,QoQ Growth in quarter ended Mar 2023 is -0.23% vs -0.23% in Dec 2022,0.0,Quarterly Analysis Highlights - QoQ,532483,neutral
924,% of Gross NPAs - QoQ Growth in quarter ended Mar 2023 is -0.54% vs -0.48% in Dec 2022,% of Gross NPAs,QoQ Growth in quarter ended Mar 2023 is -0.54% vs -0.48% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532483,good
925,Interest Earned - YoY Growth in quarter ended Mar 2023 is 33.86% vs 9.33% in Mar 2022,Interest Earned,YoY Growth in quarter ended Mar 2023 is 33.86% vs 9.33% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532483,good
926,Net Profit - YoY Growth in quarter ended Mar 2023 is 90.54% vs 64.83% in Mar 2022,Net Profit,YoY Growth in quarter ended Mar 2023 is 90.54% vs 64.83% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532483,good
927,Operating Profit (PBDIT) - YoY Growth in quarter ended Mar 2023 is 16.94% vs 18.80% in Mar 2022,Operating Profit (PBDIT),YoY Growth in quarter ended Mar 2023 is 16.94% vs 18.80% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532483,bad
928,% of Net NPAs - YoY Growth in quarter ended Mar 2023 is -0.92% vs -1.17% in Mar 2022,% of Net NPAs,YoY Growth in quarter ended Mar 2023 is -0.92% vs -1.17% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532483,bad
929,% of Gross NPAs - YoY Growth in quarter ended Mar 2023 is -2.16% vs -1.42% in Mar 2022,% of Gross NPAs,YoY Growth in quarter ended Mar 2023 is -2.16% vs -1.42% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532483,good
930,Net Sales - QoQ Growth in quarter ended Mar 2023 is 6.42% vs 0.36% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 6.42% vs 0.36% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543220,good
931,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 12.82% vs -51.37% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 12.82% vs -51.37% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543220,good
932,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 8.58% vs -1.72% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 8.58% vs -1.72% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543220,good
933,Interest - QoQ Growth in quarter ended Mar 2023 is -2.98% vs -7.83% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -2.98% vs -7.83% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,543220,bad
934,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543220,good
935,Net Sales - YoY Growth in quarter ended Mar 2023 is 29.60% vs 16.86% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 29.60% vs 16.86% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543220,good
936,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 102.80% vs 77.54% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 102.80% vs 77.54% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543220,good
937,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 63.19% vs 24.09% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 63.19% vs 24.09% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543220,good
938,Interest - YoY Growth in quarter ended Mar 2023 is -11.83% vs -50.47% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -11.83% vs -50.47% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543220,bad
939,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543220,good
940,Net Sales - QoQ Growth in quarter ended Mar 2023 is -3.58% vs 36.77% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -3.58% vs 36.77% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500850,bad
941,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -14.22% vs 214.83% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -14.22% vs 214.83% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500850,bad
942,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -10.33% vs 103.15% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -10.33% vs 103.15% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500850,bad
943,Interest - QoQ Growth in quarter ended Mar 2023 is 0.46% vs -5.47% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 0.46% vs -5.47% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500850,bad
944,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500850,bad
945,Net Sales - YoY Growth in quarter ended Mar 2023 is 86.39% vs 41.80% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 86.39% vs 41.80% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500850,good
946,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 342.47% vs 181.26% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 342.47% vs 181.26% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500850,good
947,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 236.83% vs 122.94% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 236.83% vs 122.94% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500850,good
948,Interest - YoY Growth in quarter ended Mar 2023 is -28.04% vs -25.38% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -28.04% vs -25.38% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500850,good
949,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500850,good
950,Net Sales - QoQ Growth in quarter ended Mar 2023 is -5.24% vs 17.96% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -5.24% vs 17.96% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500251,bad
951,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -67.57% vs 79.53% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -67.57% vs 79.53% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500251,bad
952,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -37.18% vs 26.34% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -37.18% vs 26.34% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500251,bad
953,Interest - QoQ Growth in quarter ended Mar 2023 is 0.37% vs 0.33% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 0.37% vs 0.33% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500251,bad
954,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500251,bad
955,Net Sales - YoY Growth in quarter ended Mar 2023 is 64.26% vs 46.75% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 64.26% vs 46.75% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500251,good
956,"Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 33,750.00% vs -99.45% in Mar 2022",Consolidated Net Profit,"YoY Growth in quarter ended Mar 2023 is 33,750.00% vs -99.45% in Mar 2022",1.0,Quarterly Analysis Highlights - YoY,500251,good
957,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 50.80% vs 8.77% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 50.80% vs 8.77% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500251,good
958,Interest - YoY Growth in quarter ended Mar 2023 is 12.48% vs 26.58% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 12.48% vs 26.58% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500251,good
959,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500251,bad
960,Net Sales - YoY Growth in quarter ended Mar 2023 is 12.30% vs 26.82% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 12.30% vs 26.82% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,540716,bad
961,Standaloned Net Profit - YoY Growth in quarter ended Mar 2023 is 39.82% vs -9.60% in Mar 2022,Standaloned Net Profit,YoY Growth in quarter ended Mar 2023 is 39.82% vs -9.60% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540716,good
962,"Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 4.09% vs -2,295.02% in Mar 2022",Operating Profit (PBDIT) excl Other Income,"YoY Growth in quarter ended Mar 2023 is 4.09% vs -2,295.02% in Mar 2022",1.0,Quarterly Analysis Highlights - YoY,540716,good
963,,Interest,No Interest in the last few periods;,,Quarterly Analysis Highlights - YoY,540716,
964,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540716,good
965,Net Sales - QoQ Growth in quarter ended Mar 2023 is -1.74% vs -1.16% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -1.74% vs -1.16% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540716,bad
966,Standaloned Net Profit - QoQ Growth in quarter ended Mar 2023 is 23.95% vs -40.30% in Dec 2022,Standaloned Net Profit,QoQ Growth in quarter ended Mar 2023 is 23.95% vs -40.30% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,540716,good
967,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -178.25% vs -20.88% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -178.25% vs -20.88% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540716,bad
968,,Interest,No Interest in the last few periods;,,Quarterly Analysis Highlights - QoQ,540716,
969,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540716,bad
970,Net Sales - YoY Growth in quarter ended Mar 2023 is 4.46% vs 23.95% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 4.46% vs 23.95% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,512070,bad
971,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -42.57% vs 29.73% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -42.57% vs 29.73% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,512070,bad
972,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -19.47% vs 27.50% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -19.47% vs 27.50% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,512070,bad
973,Interest - YoY Growth in quarter ended Mar 2023 is 13.25% vs 90.02% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 13.25% vs 90.02% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,512070,good
974,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,512070,bad
975,Net Sales - QoQ Growth in quarter ended Mar 2023 is 21.13% vs 9.37% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 21.13% vs 9.37% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,512070,good
976,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -27.14% vs 33.54% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -27.14% vs 33.54% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,512070,bad
977,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -5.62% vs 18.00% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -5.62% vs 18.00% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,512070,bad
978,Interest - QoQ Growth in quarter ended Mar 2023 is 1.34% vs 38.82% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 1.34% vs 38.82% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,512070,good
979,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,512070,bad
980,Net Sales - QoQ Growth in quarter ended Mar 2023 is 9.95% vs -7.91% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 9.95% vs -7.91% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532286,good
981,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -10.82% vs 159.71% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -10.82% vs 159.71% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532286,bad
